
----
./data/060618/rapid-response-007_reports/chrf_rna_0002_s2.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
8	22	43	Bacteria	13687	7.3	-0.2	40.7	-0.1	Sphingomonas melonis	1.4	1.2	-0.3	10.1	-0.2	Sphingomonas taxi	0.4	Sphingomonas melonis	0.014963235294117644	0.02972336668628605
9	21	56	Bacteria	1301	5.6	-0.2	40.8	-0.2	Streptococcus mitis	2.0	1.3	-0.2	9.6	-0.2	Streptococcus mitis	0.3	Streptococcus mitis	0.014999999999999994	0.028251912889935255
10	4	13	Bacteria	40323	27.2	-0.3	42.4	-0.2	Stenotrophomonas maltophilia	12.4	6.3	-0.3	8.1	-0.3	Stenotrophomonas maltophilia	2.5	Stenotrophomonas maltophilia	0.01558823529411764	0.023837551500882872
11	13	91	Bacteria	1578	3.2	-0.2	5.6	-0.3	Lactobacillus crispatus	2.9	2.6	-0.2	7.9	-0.3	Lactobacillus crispatus	3.9	Lactobacillus crispatus	0.002058823529411764	0.023248969982342556
12	3	42	Bacteria	590	7.4	1.5	7.7	1.5	Salmonella enterica	7.7	7.6	1.5	7.6	1.5	Salmonella enterica	27.8	Salmonella enterica	0.0028308823529411757	0.022366097704532076
13	7	5	Bacteria	57493	56.6	0.8	83.8	0.1	Kocuria palustris	25.8	4.6	-0.1	6.6	-0.2	Kocuria palustris	2.6	Kocuria palustris	0.030808823529411753	0.019423190111830486
14	26	21	Bacteria	1279	15.3	-0.2	51.5	-0.2	Staphylococcus epidermidis	3.6	1.0	-0.3	6.4	-0.3	Staphylococcus epidermidis	0.2	Staphylococcus epidermidis	0.01893382352941176	0.01883460859329017
15	5	116	Bacteria	222	2.4	-0.3	4.9	-0.3	Achromobacter xylosoxidans	0.5	5.4	-0.3	6.2	-0.3	Achromobacter xylosoxidans	0.8	Achromobacter xylosoxidans	0.0018014705882352937	0.018246027074749854
16	19	18	Bacteria	265	20.2	0.8	53.0	0.8	Paracoccus yeei	7.8	1.4	-0.2	6.0	-0.2	Paracoccus denitrificans	0.1	Paracoccus yeei	0.019485294117647052	0.017657445556209534
17	9	3	Bacteria	475	62.4	0.0	64.8	0.0	Moraxella osloensis	17.5	3.5	-0.2	4.5	-0.2	Moraxella osloensis	0.8	Moraxella osloensis	0.0238235294117647	0.013243084167157151
18	11	59	Bacteria	547	5.1	-0.1	16.6	0.0	Enterobacter cloacae	3.1	2.9	-0.1	3.9	-0.1	Enterobacter cloacae	0.2	Enterobacter cloacae	0.006102941176470587	0.011477339611536196
19	54	12	Bacteria	1827	33.1	0.3	86.6	-0.0	Rhodococcus erythropolis	10.6	0.4	-0.2	3.6	-0.3	Rhodococcus sp. B7740	0.1	Rhodococcus erythropolis	0.03183823529411763	0.01059446733372572
20	14	19	Bacteria	43668	18.6	6.5	44.5	2.1	Brachybacterium faecium	3.9	2.2	0.1	3.5	-0.1	Brachybacterium sp. VR2415	0.9	Brachybacterium faecium	0.016360294117647053	0.010300176574455562
21	10	4	Viruses	110456	57.0	99.0	64.9	99.0	Escherichia virus T7	21.7	3.2	99.0	3.4	99.0	Escherichia virus T7	1.1	Escherichia virus T7	0.023860294117647052	0.010005885815185403
22	65	53	Bacteria	482	5.8	0.6	13.3	0.2	Neisseria sicca	0.6	0.3	-0.3	3.1	-0.2	Neisseria meningitidis	1.5	Neisseria sicca	0.00488970588235294	0.009123013537374927
23	25	37	Bacteria	1839	9.1	0.7	17.6	0.4	Nocardioides sp. JS614	0.3	1.1	-0.2	3.0	-0.2	Nocardioides dokdonensis	0.4	Nocardioides sp. JS614	0.006470588235294116	0.008828722778104767
24	60	38	Bacteria	41275	8.9	0.0	36.9	-0.0	Brevundimonas vesicularis	1.1	0.4	-0.1	2.9	-0.3	Brevundimonas diminuta	0.1	Brevundimonas vesicularis	0.01356617647058823	0.008534432018834607



----
./data/060618/rapid-response-007_reports/chrf_rna_0080_s80.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
0	0	83	Bacteria	561	2.0	-0.1	2.0	-0.1	Escherichia coli	2.7	38.2	-0.0	42.5	-0.0	Escherichia coli	63.5	Escherichia coli	0.0012570710245128848	0.14726264726264726
1	3	5	Bacteria	469	36.1	-0.1	100.7	-0.1	Acinetobacter johnsonii	4.8	16.4	-0.1	38.0	-0.1	Acinetobacter johnsonii	2.4	Acinetobacter johnsonii	0.06329352608422376	0.13167013167013167
2	4	2	Bacteria	475	57.5	-0.0	58.5	-0.0	Moraxella osloensis	13.3	10.3	-0.1	25.8	-0.1	Moraxella osloensis	0.6	Moraxella osloensis	0.03676932746700188	0.08939708939708939
3	2	0	Bacteria	1912216	335.0	1.0	342.6	1.0	Cutibacterium acnes	113.0	21.8	-0.2	22.5	-0.2	Cutibacterium acnes	18.8	Cutibacterium acnes	0.21533626649905718	0.07796257796257795
4	47	9	Bacteria	286	21.8	0.6	97.6	-0.2	Pseudomonas stutzeri	8.7	0.4	-0.3	16.4	-0.3	Pseudomonas putida	0.1	Pseudomonas stutzeri	0.06134506599622878	0.05682605682605682
5	14	65	Bacteria	407	2.5	-0.3	11.8	-0.3	Methylobacterium populi	0.6	1.3	-0.3	15.9	-0.3	Methylobacterium aquaticum	0.5	Methylobacterium aquaticum	0.00741671904462602	0.05509355509355509
6	23	4	Bacteria	1763	41.3	10.0	568.8	1.8	Mycobacterium dioxanotrophicus	3.6	0.8	-0.1	14.0	-0.3	Mycobacterium dioxanotrophicus	0.2	Mycobacterium dioxanotrophicus	0.3575109993714644	0.048510048510048503
7	27	49	Bacteria	13687	3.7	-0.3	23.4	-0.2	Sphingomonas melonis	0.9	0.7	-0.3	12.3	-0.2	Sphingomonas koreensis	0.2	Sphingomonas melonis	0.014707730986800751	0.04261954261954262
8	15	38	Bacteria	1301	4.4	-0.2	18.5	-0.2	Streptococcus pneumoniae	4.8	1.3	-0.2	10.9	-0.2	Streptococcus mitis	0.4	Streptococcus pneumoniae	0.011627906976744184	0.037768537768537766
9	8	1	Bacteria	1269	73.1	0.3	80.2	0.2	Micrococcus luteus	32.9	4.9	-0.2	9.4	-0.2	Micrococcus luteus	0.9	Micrococcus luteus	0.05040854808296668	0.03257103257103257
10	6	13	Bacteria	40323	14.4	3.7	31.8	-0.3	Stenotrophomonas sp. LM091	0.4	6.1	-0.3	9.0	-0.3	Stenotrophomonas maltophilia	2.2	Stenotrophomonas sp. LM091	0.01998742928975487	0.031185031185031183
11	19	15	Bacteria	1279	12.9	-0.2	22.4	-0.3	Staphylococcus epidermidis	2.8	1.1	-0.3	8.8	-0.3	Staphylococcus epidermidis	0.6	Staphylococcus epidermidis	0.01407919547454431	0.030492030492030493
12	37	28	Bacteria	1716	6.2	0.1	58.6	-0.1	Corynebacterium ureicelerivorans	1.6	0.5	-0.2	8.1	-0.2	Corynebacterium casei	0.1	Corynebacterium ureicelerivorans	0.03683218101822752	0.028066528066528065
13	5	39	Bacteria	590	4.4	0.8	4.4	0.8	Salmonella enterica	3.5	7.1	1.4	7.1	1.4	Salmonella enterica	23.2	Salmonella enterica	0.002765556253928347	0.024601524601524597
14	16	16	Bacteria	83618	10.9	1.9	11.6	0.4	Pseudoxanthomonas suwonensis	5.4	1.2	-0.1	6.2	0.1	Pseudoxanthomonas suwonensis	0.1	Pseudoxanthomonas suwonensis	0.0072910119421747315	0.021483021483021482
15	7	78	Bacteria	222	2.1	-0.3	4.0	-0.3	Achromobacter xylosoxidans	0.3	5.3	-0.3	5.6	-0.3	Achromobacter xylosoxidans	0.1	Achromobacter xylosoxidans	0.0025141420490257696	0.019404019404019403
16	22	6	Bacteria	57493	31.1	0.3	41.7	-0.0	Kocuria palustris	15.7	0.9	-0.2	5.3	-0.2	Kocuria palustris	0.2	Kocuria palustris	0.02620993086109365	0.018364518364518363
17	18	67	Bacteria	72763	2.5	0.2	9.0	0.8	Tessaracoccus flavescens	1.8	1.2	0.0	4.8	0.3	Tessaracoccus flavescens	0.1	Tessaracoccus flavescens	0.005656819610307982	0.01663201663201663
18	56	31	Bacteria	41275	5.1	-0.1	22.4	-0.1	Brevundimonas diminuta	3.4	0.3	-0.2	4.5	-0.3	Brevundimonas subvibrioides	0.1	Brevundimonas diminuta	0.01407919547454431	0.015592515592515592
19	38	24	Bacteria	265	6.9	0.0	17.1	0.0	Paracoccus yeei	2.5	0.5	-0.3	4.4	-0.3	Paracoccus yeei	0.1	Paracoccus yeei	0.010747957259585167	0.015246015246015246
20	25	50	Bacteria	482	3.6	0.2	6.0	-0.1	Neisseria sicca	0.2	0.8	-0.2	4.3	-0.2	Neisseria meningitidis	1.0	Neisseria sicca	0.0037712130735386546	0.014899514899514897
21	9	23	Bacteria	547	7.1	-0.0	13.7	-0.0	Enterobacter cloacae	2.6	3.1	-0.1	3.9	-0.1	Enterobacter cloacae	0.3	Enterobacter cloacae	0.00861093651791326	0.013513513513513513
22	10	11	Bacteria	570	16.7	0.3	19.9	0.0	Klebsiella pneumoniae	6.4	1.9	-0.3	3.2	-0.2	Klebsiella pneumoniae	5.1	Klebsiella pneumoniae	0.012507856693903203	0.011088011088011088
23	12	46	Bacteria	283	3.8	-0.0	5.5	-0.2	Comamonas aquatica	3.2	1.5	-0.2	3.1	-0.2	Comamonas aquatica	0.7	Comamonas aquatica	0.0034569453174104333	0.010741510741510741
24	26	18	Bacteria	642	9.1	1.0	18.8	0.7	Aeromonas hydrophila	0.5	0.7	-0.2	2.6	-0.1	Aeromonas hydrophila	1.0	Aeromonas hydrophila	0.011816467630421117	0.009009009009009009



----
./data/060618/rapid-response-007_reports/chrf_rna_0089_s89.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
0	1	57	Bacteria	407	14.0	-0.3	77.9	-0.3	Methylobacterium populi	4.6	255.2	39.4	639.5	0.4	Methylobacterium oryzae	13.2	Methylobacterium oryzae	0.011342788083520195	0.22266713091922002
1	0	6	Bacteria	40323	83.3	-0.1	135.0	-0.0	Stenotrophomonas maltophilia	48.9	257.6	0.4	349.7	0.6	Stenotrophomonas maltophilia	136.3	Stenotrophomonas maltophilia	0.019656949823815485	0.1217618384401114
2	5	144	Bacteria	80865	4.7	-0.1	11.1	-0.2	Delftia tsuruhatensis	0.4	160.0	1.0	327.4	0.1	Delftia acidovorans	40.6	Delftia acidovorans	0.0016162380966248289	0.11399721448467964
3	2	45	Bacteria	561	20.4	-0.1	22.0	-0.1	Escherichia coli	22.3	253.4	0.6	295.2	0.7	Escherichia coli	1593.1	Escherichia coli	0.0032033547861032644	0.10278551532033424
4	3	61	Bacteria	222	13.7	-0.2	24.0	-0.1	Achromobacter xylosoxidans	1.6	206.7	1.4	217.9	1.2	Achromobacter xylosoxidans	21.5	Achromobacter xylosoxidans	0.0034945688575671974	0.07587047353760444
5	4	0	Bacteria	1912216	808.2	2.8	817.3	2.7	Cutibacterium acnes	278.3	198.6	0.5	203.7	0.5	Cutibacterium acnes	45.7	Cutibacterium acnes	0.11900463030373627	0.07092618384401113
6	6	17	Bacteria	83618	46.6	9.6	50.7	3.2	Pseudoxanthomonas suwonensis	17.4	106.9	22.5	116.5	7.8	Pseudoxanthomonas suwonensis	24.2	Pseudoxanthomonas suwonensis	0.007382276711610705	0.04056406685236768
7	17	1	Bacteria	1763	276.4	7.1	3959.7	14.6	Mycobacterium sp. YC-RL4	9.6	12.8	0.1	88.5	0.0	Mycobacterium immunogenum	3.3	Mycobacterium sp. YC-RL4	0.576560179387868	0.030814763231197768
8	7	8	Bacteria	469	77.7	0.0	190.6	-0.1	Acinetobacter johnsonii	12.8	59.5	-0.0	87.5	-0.1	Acinetobacter johnsonii	5.4	Acinetobacter johnsonii	0.027752701010512828	0.030466573816155983
9	16	4	Bacteria	286	132.5	6.0	410.1	0.2	Pseudomonas stutzeri	66.1	13.7	0.2	76.5	-0.2	Pseudomonas stutzeri	8.3	Pseudomonas stutzeri	0.05971344535367949	0.026636490250696376
10	20	5	Bacteria	48736	109.2	-0.2	141.6	-0.3	Ralstonia pickettii	65.2	9.7	-0.3	63.0	-0.3	Ralstonia pickettii	4.9	Ralstonia pickettii	0.020617956259646464	0.021935933147632307
11	13	130	Bacteria	357	5.2	-0.2	18.4	-0.0	Agrobacterium tumefaciens	6.9	25.0	27.1	47.7	0.5	Agrobacterium sp. RAC06	0.6	Agrobacterium sp. RAC06	0.0026791694574681848	0.016608635097493035
12	9	55	Bacteria	212743	14.4	-0.2	14.4	-0.2	Rhizobacter gummiphilus	2.5	44.2	0.0	44.2	0.0	Rhizobacter gummiphilus	22.8	Rhizobacter gummiphilus	0.0020967413145403188	0.015389972144846796
13	10	3	Bacteria	1269	199.4	1.1	212.0	1.0	Micrococcus luteus	85.6	43.5	0.1	43.5	0.0	Micrococcus luteus	9.9	Micrococcus luteus	0.030868691575176913	0.015146239554317546
14	12	50	Bacteria	34072	17.0	-0.2	25.4	-0.2	Variovorax paradoxus	7.8	25.2	-0.2	41.3	-0.1	Variovorax paradoxus	4.1	Variovorax paradoxus	0.0036984187075919505	0.014380222841225624
15	11	59	Bacteria	88	13.9	-0.2	13.9	-0.2	Leptothrix cholodnii	3.0	35.4	-0.1	35.4	-0.1	Leptothrix cholodnii	8.0	Leptothrix cholodnii	0.0020239377966743354	0.012325905292479107
16	22	29	Bacteria	13687	27.9	0.1	177.8	-0.0	Sphingomonas melonis	6.3	8.6	-0.2	27.3	-0.2	Sphingomonas melonis	2.9	Sphingomonas melonis	0.025888930953143655	0.009505571030640668
17	18	91	Bacteria	283	7.8	0.3	17.3	-0.1	Comamonas aquatica	7.1	12.0	-0.1	26.3	-0.1	Comamonas testosteroni	5.9	Comamonas testosteroni	0.0025190017181630216	0.009157381615598885
18	43	9	Bacteria	1716	76.8	11.6	405.7	0.6	Corynebacterium maris	72.5	3.2	-0.1	22.6	-0.2	Corynebacterium kroppenstedtii	1.6	Corynebacterium maris	0.05907277439645883	0.007869080779944288
19	32	53	Bacteria	12916	14.6	0.1	55.1	0.1	Acidovorax sp. KKS102	0.4	4.3	-0.0	21.5	-0.2	Acidovorax citrulli	1.6	Acidovorax sp. KKS102	0.008022947668831357	0.0074860724233983275
20	45	128	Bacteria	379	5.3	1.1	24.0	-0.0	Rhizobium leguminosarum	2.1	2.9	1.1	20.2	-0.1	Rhizobium phaseoli	1.0	Rhizobium leguminosarum	0.0034945688575671974	0.00703342618384401
21	47	66	Bacteria	47420	12.3	-0.0	18.4	-0.1	Hydrogenophaga sp. PBC	1.2	2.7	-0.2	19.6	-0.1	Hydrogenophaga crassostreae	2.2	Hydrogenophaga crassostreae	0.0026791694574681848	0.006824512534818941
22	14	175	Bacteria	73029	3.8	0.1	3.8	0.1	Dechloromonas aromatica	1.4	19.4	1.6	19.4	1.5	Dechloromonas aromatica	10.0	Dechloromonas aromatica	0.0005533067357814729	0.006754874651810583
23	15	73	Bacteria	65047	10.5	-0.2	10.6	-0.2	Mitsuaria sp. 7	0.6	19.3	-0.2	19.3	-0.2	Mitsuaria sp. 7	1.8	Mitsuaria sp. 7	0.0015434345787588455	0.006720055710306406
24	57	158	Bacteria	165695	4.1	1.0	31.0	0.4	Sphingobium sp. RAC03	0.4	0.5	-0.3	18.3	0.1	Sphingobium japonicum	3.0	Sphingobium sp. RAC03	0.004513818107690963	0.006371866295264623



----
./data/060618/rapid-response-007_reports/chrf_rna_0090_s90.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
0	0	0	Bacteria	1912216	803.1	2.7	809.4	2.7	Cutibacterium acnes	277.8	81.6	0.1	84.9	0.1	Cutibacterium acnes	53.6	Cutibacterium acnes	0.22258277417225825	0.17365514420126812
1	3	29	Bacteria	1279	15.9	-0.2	44.8	-0.2	Staphylococcus epidermidis	4.0	36.1	0.3	84.3	-0.1	Staphylococcus aureus	46.0	Staphylococcus aureus	0.012319876801231986	0.17242789936592345
2	2	30	Bacteria	561	15.1	-0.1	16.1	-0.1	Escherichia coli	13.9	44.3	-0.0	50.7	0.0	Escherichia coli	67.7	Escherichia coli	0.004427455725442745	0.10370218858662301
3	4	9	Bacteria	286	64.1	2.7	333.6	0.1	Pseudomonas stutzeri	28.4	15.3	-0.1	29.2	-0.3	Pseudomonas putida	7.0	Pseudomonas stutzeri	0.0917390826091739	0.05972591532010635
4	6	24	Bacteria	1839	18.7	1.0	35.5	1.1	Nocardioides dokdonensis	7.1	8.8	0.3	25.5	0.7	Nocardioides dokdonensis	0.1	Nocardioides dokdonensis	0.00976240237597624	0.05215790550214767
5	29	47	Bacteria	13687	10.8	-0.2	72.9	-0.1	Sphingomonas melonis	1.8	1.2	-0.3	23.0	-0.2	Sphingomonas taxi	0.1	Sphingomonas melonis	0.02004729952700473	0.04704438535487829
6	14	28	Bacteria	1716	16.1	0.7	155.4	0.0	Corynebacterium ureicelerivorans	2.7	3.4	-0.1	20.4	-0.2	Corynebacterium ureicelerivorans	0.6	Corynebacterium ureicelerivorans	0.04273457265427345	0.04172632440171813
7	5	78	Bacteria	29465	6.6	-0.1	7.2	-0.1	Veillonella parvula	1.1	10.6	-0.0	19.0	0.1	Veillonella parvula	0.3	Veillonella parvula	0.0019799802001979976	0.038862753119247286
8	20	61	Bacteria	1301	8.2	-0.2	39.6	-0.2	Streptococcus mitis	2.1	2.5	-0.2	18.5	-0.2	Streptococcus mitis	0.1	Streptococcus mitis	0.010889891101088988	0.03784004908979341
9	37	74	Bacteria	407	7.2	-0.3	30.2	-0.3	Methylobacterium populi	2.3	0.9	-0.3	17.0	-0.3	Methylobacterium aquaticum	0.5	Methylobacterium populi	0.00830491695083049	0.03477193700143178
10	8	2	Bacteria	469	173.8	0.3	318.7	-0.1	Acinetobacter johnsonii	23.8	7.6	-0.2	15.1	-0.1	Acinetobacter johnsonii	0.9	Acinetobacter johnsonii	0.08764162358376415	0.03088566168950705
11	54	43	Bacteria	33882	11.9	1.5	71.9	0.5	Microbacterium aurum	4.2	0.6	0.2	14.6	-0.2	Microbacterium sp. XT11	0.2	Microbacterium aurum	0.019772302276977228	0.029862957660053174
12	36	5	Bacteria	1763	83.5	2.1	1236.9	4.3	Mycobacterium sp. YC-RL4	2.5	0.9	-0.1	10.8	-0.3	Mycobacterium smegmatis	0.1	Mycobacterium sp. YC-RL4	0.3401440985590144	0.02209040703620372
13	10	204	Bacteria	80865	1.8	-0.1	6.1	-0.2	Delftia tsuruhatensis	0.3	5.0	-0.3	10.1	-0.2	Delftia acidovorans	1.2	Delftia acidovorans	0.001677483225167748	0.020658621394968293
14	22	39	Bacteria	41275	12.5	0.0	54.0	0.1	Brevundimonas diminuta	7.8	2.3	-0.1	8.6	-0.3	Brevundimonas diminuta	0.1	Brevundimonas diminuta	0.014849851501484983	0.017590509306606664
15	9	13	Bacteria	40323	34.4	-0.2	56.2	-0.2	Stenotrophomonas maltophilia	17.6	5.7	-0.3	8.3	-0.3	Stenotrophomonas maltophilia	2.6	Stenotrophomonas maltophilia	0.015454845451545483	0.01697688688893434
16	7	317	Bacteria	590	0.7	-0.1	0.7	-0.1	Salmonella enterica	1.9	8.1	1.7	8.1	1.6	Salmonella enterica	32.1	Salmonella enterica	0.00019249807501924978	0.016567805277152788
17	31	11	Bacteria	265	47.8	2.5	118.8	2.4	Paracoccus yeei	18.0	1.2	-0.1	5.8	-0.2	Paracoccus contaminans	0.1	Paracoccus yeei	0.03266967330326696	0.011863366741664959
18	24	71	Bacteria	724	7.4	0.8	9.9	-0.1	Haemophilus parainfluenzae	2.3	2.0	-0.0	5.8	-0.2	Haemophilus parainfluenzae	0.1	Haemophilus parainfluenzae	0.002722472775272247	0.011863366741664959
19	25	4	Bacteria	57493	83.9	1.2	146.2	0.4	Kocuria palustris	40.0	1.9	-0.2	5.2	-0.2	Kocuria palustris	0.7	Kocuria palustris	0.04020459795402045	0.010636121906320309
20	11	72	Bacteria	222	7.2	-0.2	14.3	-0.2	Achromobacter xylosoxidans	1.0	4.6	-0.3	5.1	-0.3	Achromobacter xylosoxidans	0.3	Achromobacter xylosoxidans	0.003932460675393245	0.010431581100429533
21	26	197	Bacteria	1578	2.0	8.4	10.7	-0.2	Lactobacillus rhamnosus	1.0	1.5	-0.2	5.0	-0.3	Lactobacillus crispatus	2.8	Lactobacillus rhamnosus	0.0029424705752942463	0.01022704029453876
22	53	51	Bacteria	482	9.8	1.4	18.3	0.4	Neisseria sicca	0.4	0.6	-0.1	4.8	-0.2	Neisseria elongata	0.4	Neisseria sicca	0.005032449675503244	0.009817958682757208
23	12	55	Bacteria	174951	8.8	-0.2	8.9	-0.2	Ramlibacter tataouinensis	2.3	4.0	-0.3	4.7	-0.2	Ramlibacter tataouinensis	0.1	Ramlibacter tataouinensis	0.002447475525244747	0.009613417876866433
24	23	50	Bacteria	361177	9.8	1.3	20.1	0.3	Altererythrobacter dongtanensis	5.7	2.2	0.0	4.4	-0.2	Altererythrobacter dongtanensis	0.5	Altererythrobacter dongtanensis	0.005527444725552744	0.008999795459194108



----
./data/060618/rapid-response-007_reports/chrf_rna_0091_s91.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
0	0	41	Bacteria	561	39.0	-0.0	40.4	-0.0	Escherichia coli	37.7	120.2	0.2	200.5	0.4	Escherichia coli	317.9	Escherichia coli	0.0022020428853302527	0.28081232492997193
1	2	134	Bacteria	1847	9.7	4.5	36.4	3.8	Pseudonocardia sp. AL041005-10	1.6	71.6	35.8	106.7	11.7	Pseudonocardia sp. AL041005-10	0.3	Pseudonocardia sp. AL041005-10	0.001984018837277752	0.14943977591036411
2	3	0	Bacteria	1912216	8768.5	32.2	8873.7	32.2	Cutibacterium acnes	3005.7	62.9	-0.0	65.8	0.0	Cutibacterium acnes	70.2	Cutibacterium acnes	0.4836699988008679	0.09215686274509802
3	32	58	Bacteria	13687	27.9	0.1	159.0	-0.0	Sphingomonas melonis	6.4	1.2	-0.3	39.8	-0.1	Sphingomonas sp. LK11	0.1	Sphingomonas melonis	0.008666455910086884	0.055742296918767496
4	17	7	Bacteria	1716	315.2	20.6	1740.6	3.2	Corynebacterium ureicelerivorans	31.1	2.8	-0.2	32.8	-0.2	Corynebacterium ureicelerivorans	0.1	Corynebacterium ureicelerivorans	0.09487316451004547	0.045938375350140045
5	4	195	Bacteria	33877	5.1	3.9	9.3	3.3	Agromyces flavus	0.3	19.7	16.2	29.5	11.3	Agromyces flavus	0.1	Agromyces flavus	0.0005069059117220632	0.04131652661064425
6	21	171	Bacteria	1578	6.2	-0.1	22.8	-0.1	Lactobacillus crispatus	5.5	2.3	0.0	23.6	-0.1	Lactobacillus gasseri	1.8	Lactobacillus gasseri	0.0012427370738992516	0.0330532212885154
7	5	229	Bacteria	113	3.9	10.3	3.9	1.9	Gemmata sp. SH-PL17	6.1	18.8	51.3	22.4	12.1	Gemmata sp. SH-PL17	0.2	Gemmata sp. SH-PL17	0.00021257344685118775	0.031372549019607836
8	33	9	Bacteria	286	272.8	12.9	979.7	0.9	Pseudomonas stutzeri	114.3	1.2	-0.4	19.7	-0.3	Pseudomonas stutzeri	0.3	Pseudomonas stutzeri	0.05339953996925863	0.027591036414565822
9	11	2	Bacteria	1279	526.2	10.5	1082.4	2.6	Staphylococcus capitis	172.0	4.7	-0.3	19.3	-0.3	Staphylococcus epidermidis	1.1	Staphylococcus capitis	0.05899730740300657	0.02703081232492997
10	41	15	Bacteria	1763	150.8	3.8	2117.2	7.7	Mycobacterium sp. YC-RL4	5.5	0.9	-0.3	17.3	-0.2	Mycobacterium immunogenum	0.3	Mycobacterium sp. YC-RL4	0.11540012863418837	0.024229691876750697
11	6	375	Bacteria	81	1.2	1.4	2.7	0.2	Hyphomicrobium nitrativorans	0.7	10.3	13.8	17.2	2.1	Hyphomicrobium nitrativorans	0.1	Hyphomicrobium nitrativorans	0.00014716623243543768	0.02408963585434173
12	10	11	Bacteria	469	242.5	0.5	827.8	-0.0	Acinetobacter johnsonii	35.8	5.0	-0.2	14.6	-0.1	Acinetobacter johnsonii	0.4	Acinetobacter johnsonii	0.04512007674446492	0.02044817927170868
13	25	6	Bacteria	407	346.4	0.7	510.6	0.2	Methylobacterium populi	198.9	1.8	-0.3	14.2	-0.3	Methylobacterium aquaticum	0.2	Methylobacterium populi	0.02783076973390166	0.019887955182072824
14	12	78	Bacteria	1835	22.4	2.7	22.6	2.0	Saccharopolyspora erythraea	13.6	4.1	0.4	11.4	0.9	Saccharopolyspora erythraea	0.1	Saccharopolyspora erythraea	0.0012318358714966265	0.015966386554621848
15	34	17	Bacteria	1301	125.8	0.2	544.3	0.2	Streptococcus mitis	39.7	1.2	-0.2	10.8	-0.2	Streptococcus mitis	0.3	Streptococcus mitis	0.029667622338743968	0.015126050420168066
16	9	24	Bacteria	40323	70.5	-0.1	115.8	-0.1	Stenotrophomonas maltophilia	38.0	6.5	-0.3	10.0	-0.3	Stenotrophomonas maltophilia	3.0	Stenotrophomonas maltophilia	0.006311796191119882	0.014005602240896356
17	8	111	Bacteria	222	13.8	-0.2	28.2	-0.1	Achromobacter xylosoxidans	1.7	8.1	-0.2	9.6	-0.2	Achromobacter xylosoxidans	0.5	Achromobacter xylosoxidans	0.0015370695387701267	0.013445378151260502
18	7	12	Bacteria	590	236.6	55.5	238.3	55.2	Salmonella enterica	158.8	9.5	2.0	9.5	2.0	Salmonella enterica	30.9	Salmonella enterica	0.012988782662727703	0.013305322128851538
19	134	262	Bacteria	1883	3.1	3.8	110.2	7.9	Streptomyces albus	1.2	0.1	17.2	8.4	0.2	Streptomyces rochei	0.1	Streptomyces albus	0.006006562523846382	0.01176470588235294
20	114	36	Bacteria	1654	43.1	4.1	167.0	4.1	Actinomyces oris	26.7	0.1	-0.3	7.1	-0.2	Actinomyces naeslundii	0.1	Actinomyces oris	0.009102504006191885	0.009943977591036412
21	36	21	Bacteria	41275	99.7	2.3	326.3	2.6	Brevundimonas sp. GW460-12-10-14-LB2	5.4	1.1	-0.1	6.3	-0.3	Brevundimonas diminuta	0.1	Brevundimonas sp. GW460-12-10-14-LB2	0.017785311719882707	0.008823529411764704
22	20	65	Bacteria	80865	25.6	-0.1	56.7	-0.1	Delftia tsuruhatensis	1.0	2.4	-0.4	6.1	-0.2	Delftia acidovorans	0.4	Delftia tsuruhatensis	0.003090490881144191	0.008543417366946776
